t,chrome_procs,chrome_rss_mb,node_rss_mb,free_mb,swap_used_mb
133983,26,306,29,245,32066.50
133988,26,320,33,315,32242.12
133993,26,349,37,455,32603.94
133998,26,336,35,405,32451.94
134003,26,345,37,165,31986.19
134008,26,393,37,69,31575.00
134013,26,395,39,207,31535.00
134019,26,400,161,60,31511.00
134024,26,406,39,295,31447.00
134029,26,388,37,184,31127.00
134034,26,463,37,148,30899.38
134039,26,450,37,553,31087.25
134044,26,352,35,62,31235.81
134049,26,340,31,64,31019.06
134054,26,333,30,72,30901.19
134059,26,340,30,115,31479.00
134065,26,328,36,332,31303.00
134070,26,360,38,615,32126.19
134075,26,364,35,81,31822.19
134080,26,346,40,58,31961.69
134085,26,338,36,294,31480.19
134091,26,323,36,387,32356.69
134096,26,432,41,1246,32196.69
134101,26,441,165,107,32052.69
134106,26,446,91,243,31964.69
134111,26,451,43,429,31804.69
134116,26,459,44,342,31732.69
134121,26,463,44,392,31548.69
134126,26,456,44,89,31364.69
134131,26,372,41,173,30359.25
134136,26,355,40,252,30047.31
134141,26,362,40,63,29967.00
134146,26,352,34,72,29087.00
134151,26,326,33,73,28735.62
134156,26,306,32,63,28495.56
134162,26,321,61,483,28757.69
134167,26,280,45,301,28959.50
134172,26,335,48,90,28226.44
134177,26,306,41,74,28620.44
134182,26,311,49,194,29128.19
134187,26,286,40,55,28883.12
134193,26,259,51,4429,28196.56
134198,26,266,51,3588,27523.19
134203,26,274,51,2603,27259.19
134208,26,294,51,2142,26866.81
134213,26,415,51,1633,26714.81
134218,26,424,51,503,26514.69
134224,26,430,50,187,25970.69
134229,26,413,52,1167,25632.50
134234,26,425,52,309,25464.50
134239,26,427,52,350,25432.50
134244,26,423,52,144,25232.50
134249,26,426,52,479,25208.50
134254,26,427,54,341,25192.50
134259,26,429,54,331,25160.50
134264,26,360,98,134,25136.50
134269,26,370,51,161,25096.50
134274,26,432,173,78,25088.50
134279,26,437,51,109,24904.50
134285,26,438,55,61,24869.75
134290,26,443,55,400,24837.81
134295,26,445,55,271,24837.81
134300,26,423,53,127,24629.81
134305,26,326,51,62,23997.81
134310,26,328,51,57,23466.44
134315,26,307,51,87,23354.44
134320,26,301,47,70,22976.69
134325,26,306,49,65,22787.81
134330,26,320,47,74,22873.19
134335,26,292,30,90,22611.38
134340,26,276,39,210,26349.62
134346,26,305,40,5520,25517.62
134351,26,314,40,4573,24933.62
134356,26,329,40,2671,24180.69
134361,26,338,43,674,23884.69
134366,26,344,43,1231,23448.62
134371,26,355,43,555,23240.62
134376,26,358,43,431,23144.62
134381,26,355,43,362,23008.56
134386,26,368,43,283,22772.19
134391,26,380,43,67,22556.19
134396,26,453,43,219,22524.19
134401,26,435,40,57,22436.19
134406,26,328,34,57,22172.19
134412,26,319,38,330,22132.19
134417,26,294,34,46,22767.12
134422,26,312,38,4117,24031.44
134427,26,325,38,3151,23839.44
134432,26,344,40,497,23367.44
134437,26,341,40,1107,22919.44
134442,26,344,40,61,22738.56
134447,26,334,162,73,22714.56
134452,26,341,40,66,22698.56
134457,26,436,162,60,22674.56
134463,26,439,40,64,22402.56
134468,26,441,40,213,22354.56
134473,26,451,40,209,22330.56
134478,26,425,37,277,22306.56
134483,26,326,37,207,22290.56
134488,26,328,34,1974,23113.38
134493,26,336,36,1659,22993.38
134498,26,324,36,62,22561.38
134503,26,331,36,71,22521.38
134508,26,391,34,284,22465.38
134513,26,460,34,57,22417.38
134518,26,468,34,348,22393.38
134523,26,472,36,62,22257.38
134529,26,473,36,61,22249.38
134534,26,478,40,63,22241.38
134539,26,436,38,64,22201.38
134544,26,325,32,67,22001.31
134549,26,337,34,61,21694.62
134554,26,335,34,69,21678.62
134559,26,338,36,90,21716.62
134564,26,302,32,121,25303.12
134569,26,305,32,76,27878.50
134574,26,361,37,74,30130.25
134580,26,277,30,312,32098.44
134585,26,276,30,535,33660.94
134590,26,279,31,22,34304.38
134595,26,302,31,98,33912.12
134600,26,360,31,76,33518.38
134605,26,356,31,63,33626.88
134610,26,291,33,67,33325.81
134615,26,229,33,78,33466.75
134620,26,252,32,2329,32128.88
134625,26,260,34,782,31505.75
134630,26,280,34,124,31169.75
134635,26,416,28,69,30847.94
134641,26,323,30,1089,30719.44
134646,26,340,32,60,30463.44
134651,26,333,152,68,30343.44
134656,26,344,30,69,30303.44
134661,26,344,136,66,30175.44
134666,26,346,27,67,29912.31
134671,26,344,32,70,29903.50
134676,26,330,32,69,30002.81
134681,26,317,32,74,29982.25
134686,26,233,30,62,30377.75
134691,26,258,29,62,29811.94
134697,26,387,33,251,29697.50
134702,26,296,31,69,29651.81
134707,26,277,28,187,29549.62
134712,26,302,35,81,29371.12
134717,26,301,31,66,29484.56
134722,26,310,30,158,29638.50
134727,26,206,28,70,30003.88
134732,26,227,30,113,29859.12
134737,26,230,34,321,30396.44
134742,26,206,31,57,29960.50
134747,26,234,35,62,30135.62
134752,26,229,30,50,30092.25
134757,26,381,37,103,30234.75
134763,26,278,33,67,30453.38
134768,26,283,33,336,30478.94
134773,26,305,33,137,31391.25
134778,26,292,32,66,32034.94
134783,26,313,30,60,32228.81
134788,26,215,27,94,33571.94
134793,26,252,33,96,33914.56
134798,26,206,31,126,34711.44
134803,26,259,35,258,34781.12
134808,26,253,35,64,33987.75
134813,26,374,31,68,33574.12
134818,26,385,31,120,33707.06
134823,26,353,33,70,33520.81
134829,26,302,27,91,33606.81
134834,26,324,31,83,33767.81
134839,26,301,31,38,33490.62
134844,26,329,35,111,33846.00
134849,26,323,33,67,33980.75
134854,26,330,37,122,34330.38
134859,26,331,37,69,34212.31
134864,26,331,37,192,34224.25
134869,26,348,35,79,34204.69
134874,26,431,35,197,34120.31
134879,26,357,34,104,33671.12
134885,26,318,33,69,34010.94
134890,26,327,35,375,34085.25
134895,26,332,35,58,33886.69
134900,26,333,35,59,33771.38
134905,26,330,31,79,33800.69
134910,26,345,31,138,33882.00
134915,26,324,32,83,33898.44
134920,26,331,32,111,33935.75
134925,26,322,31,95,33846.25
134930,26,337,31,75,33934.31
134935,26,419,31,71,33905.69
134940,26,402,31,71,33646.81
134945,26,408,33,65,33680.88
134950,26,325,30,111,33587.19
134956,26,332,30,92,33689.19
134961,26,338,33,63,33858.62
134966,26,343,34,77,33834.25
134971,26,343,34,68,33997.81
134976,26,327,31,66,33750.81
134981,26,305,31,67,33755.81
134986,26,285,27,79,33286.00
134991,26,303,28,68,33322.50
134996,26,393,38,3054,33616.38
135001,26,403,38,1385,32550.69
135006,26,412,40,332,31918.88
135011,26,418,40,227,31886.88
135017,26,318,31,69,31542.75
135022,26,302,29,67,31593.00
135027,26,324,31,94,31507.69
135032,26,337,33,154,31658.19
135037,26,300,31,70,31607.62
135042,26,316,32,657,31574.81
135047,26,332,33,62,31414.81
135052,26,341,152,68,31254.81
135057,26,408,153,62,31198.81
135062,26,412,33,65,31174.81
135067,26,414,37,281,31094.81
135072,26,423,37,61,30786.38
135078,26,424,37,70,30666.38
135083,26,431,37,68,30584.88
135088,26,437,37,80,30539.25
135093,26,432,37,67,30633.19
135098,26,309,29,70,30939.44
135103,26,317,29,68,30395.38
135108,26,335,31,115,29944.94
135113,26,407,32,65,30268.62
135118,26,390,36,80,30157.12
135123,26,332,38,64,30213.88
135128,26,374,37,101,30117.19
135133,26,341,28,97,29987.75
135139,26,337,34,47,29892.31
135144,26,351,34,5281,29912.38
135149,26,374,36,3706,29160.31
135154,26,381,38,2421,28643.75
135159,26,384,38,1237,27800.94
135164,26,390,39,322,27280.50
135169,26,399,39,547,26968.50
135174,26,474,42,201,26785.06
135179,26,478,163,66,26745.06
135185,26,482,41,138,26729.06
135190,26,483,41,418,26665.06
135195,26,488,41,64,26537.06
135200,26,493,42,205,26521.06
135205,26,495,42,175,26505.06
135210,26,470,41,302,26457.06
135215,26,391,38,122,26297.06
135220,26,366,39,69,26161.06
135225,26,329,29,71,25842.06
135230,26,339,32,59,25821.50
135236,26,429,35,68,25749.50
135241,26,435,36,456,25701.44
135246,26,438,42,66,25645.44
135251,26,367,51,417,25573.44
135256,26,375,51,74,25453.44
135261,26,383,54,62,25413.44
135266,26,390,54,63,25397.44
135271,26,398,54,106,25349.44
135276,26,304,32,78,25614.12
135282,26,361,36,202,25494.12
135287,26,350,41,481,24946.50
135292,26,353,40,145,24953.31
135297,26,323,78,364,24997.31
135302,26,336,54,488,25107.06
135307,26,315,87,147,25051.06
135312,26,341,90,55,25035.06
135317,26,326,64,102,24697.50
135322,26,337,91,64,24417.00
135328,26,320,61,182,24357.25
135333,26,300,59,255,24301.69
135338,26,333,61,2395,24290.19
135343,26,349,61,1411,24154.19
135348,26,370,68,607,24106.19
135353,26,447,91,71,24018.19
135358,26,436,88,66,23797.75
135363,26,340,62,52,23501.81
135368,26,329,92,1006,23173.81
135374,26,345,95,277,23069.81
135379,26,345,217,65,23061.81
135384,26,356,103,60,22901.81
135389,26,368,225,60,22893.81
135394,26,370,105,229,22714.50
135399,26,367,79,309,22642.38
135404,26,376,132,59,22626.38
135409,26,394,173,228,22562.38
135414,26,474,173,69,22562.38
135419,26,471,170,351,22546.38
135424,26,473,173,310,22514.38
135429,26,467,174,534,22498.38
135434,26,477,165,300,22466.38
135440,26,475,154,148,22458.38
135445,26,323,93,54,22883.75
135450,26,340,135,245,22965.81
135455,26,305,76,59,22924.94
135460,26,326,128,77,23056.12
135465,26,322,72,70,23326.38
135470,26,350,130,223,23340.25
135475,26,435,126,64,23252.25
135480,26,340,226,55,23100.25
135485,26,332,135,80,22940.25
135491,26,329,131,101,23035.00
135496,26,341,149,73,22987.00
135501,26,337,89,76,22924.50
135506,26,297,92,66,22874.00
135511,26,276,105,99,22928.25
135516,26,271,126,57,22920.50
135521,26,257,140,210,22966.00
135527,26,262,162,235,22958.00
135532,26,275,162,62,22926.00
135537,26,415,145,112,22894.00
135542,26,395,109,184,22878.00
135547,26,308,104,155,23063.81
135552,26,288,65,71,23409.38
135558,26,279,57,89,23479.06
135563,26,236,92,68,23862.62
135568,26,239,87,59,24096.50
135573,26,242,61,105,25709.44
135578,26,261,91,3301,26019.38
135583,26,270,103,796,25646.56
135588,26,286,110,502,25486.38
135594,26,398,84,61,25454.38
135599,26,442,104,1904,25374.38
135604,26,449,122,58,25110.31
135609,26,310,77,67,24958.31
135614,26,335,156,267,24675.94
135619,26,308,110,63,24515.94
135624,26,320,111,233,24497.12
135629,26,361,159,374,24329.12
135634,26,377,162,81,24265.12
135639,26,418,113,72,24153.12
135644,26,430,111,195,24137.12
135649,26,692,141,62,24171.69
135655,26,617,133,70,24204.44
135660,26,629,73,65,24428.75
135665,26,539,82,1203,24417.62
135670,26,586,150,72,24177.62
135675,26,603,161,76,24145.62
135680,26,645,161,163,24105.62
135685,26,642,117,390,24001.62
135690,26,656,143,62,23462.06
135695,26,844,116,241,23318.06
135700,26,836,114,184,23302.06
135705,26,911,77,63,23204.38
135711,26,882,135,63,23197.25
135716,26,912,157,63,23133.25
135721,26,890,168,131,23191.81
135726,26,635,152,71,23554.50
135731,26,809,76,55,23873.75
135736,26,812,108,867,23997.44
135741,26,962,108,248,23997.44
135746,26,531,98,57,24363.81
135751,26,553,71,352,25496.06
135756,26,605,111,66,25232.06
135762,26,771,79,71,25613.31
135767,26,571,80,67,28938.56
135772,26,531,100,324,31794.00
135777,26,491,82,48,32524.19
135782,26,778,62,74,33659.00
135787,26,499,57,69,34876.75
135792,26,459,55,60,37212.31
135797,26,505,57,59,37857.75
135802,26,639,85,54,37248.19
135808,26,629,92,63,36441.62
135813,26,656,96,88,35596.81
135818,27,561,65,30,35768.00
135823,27,819,76,133,36007.56
135828,27,889,77,57,35855.81
135833,27,992,72,60,35664.12
135838,27,1137,79,59,35670.31
135843,27,1406,96,154,35477.00
135848,27,1207,83,68,35149.00
135853,27,1152,68,83,35124.94
135858,27,895,91,244,34956.12
135864,27,892,94,96,34966.62
135869,27,986,94,78,34886.62
135874,27,1091,96,68,34860.44
135879,27,991,121,61,34880.38
135884,27,929,124,145,34921.44
135889,27,859,97,70,34845.56
135894,27,867,79,64,34773.88
135899,27,791,102,208,34997.38
135904,27,885,98,155,34989.06
135909,27,874,98,89,34908.56
135914,27,794,89,52,34937.75
135919,27,844,71,214,35176.75
135925,27,705,65,68,35063.75
135930,27,1174,76,245,35428.75
135935,27,724,94,57,35428.88
135940,27,733,76,69,35224.25
135945,28,1117,105,56,35492.12
135950,29,1437,100,63,35623.81
135955,29,1399,78,70,35730.19
135960,29,1342,78,88,35659.56
135965,29,1199,72,68,35651.56
135970,29,1069,76,65,35483.56
135975,29,1105,75,89,35175.75
135980,29,1205,70,71,35110.62
135986,29,1281,104,56,35086.69
135991,29,1220,114,277,35014.69
135996,30,1631,82,65,34846.69
136001,30,1317,115,62,34669.06
136006,30,1157,83,61,35347.94
136011,30,1361,79,664,35420.12
136016,30,1403,79,57,35356.12
136021,30,1422,75,388,35340.12
136026,30,1181,76,68,35227.25
136031,30,1291,76,64,35374.38
136036,30,1242,67,66,35080.12
136041,30,1256,73,65,34947.31
136046,30,1199,76,303,34528.12
136051,30,1407,68,62,35084.19
136057,31,1416,74,69,35468.75
136062,31,1351,112,647,35456.62
136067,31,1442,110,61,34920.00
136072,31,1259,62,77,35235.06
136077,31,1519,63,1465,34619.06
136082,32,1948,73,62,34363.06
136087,32,1867,76,252,34147.06
136092,32,1865,78,128,33884.81
136098,32,1861,78,90,33780.81
136103,32,1855,76,443,33676.75
136108,32,1540,68,93,33644.75
136113,32,1400,75,69,33380.75
136118,32,1418,69,50,34116.94
136123,32,1519,73,520,34287.94
136129,32,2045,79,127,34055.94
136134,32,2063,79,59,34023.94
136139,32,1591,75,204,33847.94
136144,32,1467,72,107,33727.94
136149,32,1561,75,238,33699.94
136154,32,1497,66,64,34435.69
136159,33,1659,67,132,34597.75
136164,33,1676,69,67,34651.06
136170,33,2074,78,255,34244.75
136175,33,2073,78,65,33866.88
136180,33,2216,200,73,33738.88
136185,33,2199,105,57,33690.88
136190,33,1694,122,61,33869.31
136195,34,1783,81,1564,34128.44
136200,34,1971,90,460,33837.88
136205,34,2007,96,251,33701.88
136211,35,2386,98,71,33613.88
136216,35,2289,84,346,33589.88
136221,35,2278,77,68,33397.88
136226,35,2213,77,202,33365.88
136231,35,2125,76,88,33317.88
136236,35,2215,70,62,33232.06
136241,35,2168,64,78,32826.44
136246,35,2263,68,75,32564.38
136251,35,2150,65,106,32528.81
136257,35,2093,67,85,32860.25
136262,36,2421,70,65,32668.19
136267,36,2334,62,86,32611.00
136272,36,2381,62,63,32427.81
136277,36,2301,58,93,33133.81
136282,36,2259,71,55,33418.25
136287,36,2319,58,1007,33477.56
136292,36,2327,61,62,33082.44
136297,36,2328,62,1012,33622.12
136302,37,2369,169,58,32846.50
136308,37,2229,202,62,34111.44
136313,37,2633,177,60,33201.06
136318,36,2304,67,64,32796.94
136323,38,2569,65,64,32828.06
136328,41,2835,53,75,33012.75
136333,43,3183,51,66,32893.00
136338,43,3282,49,2227,29640.31
136343,43,3368,50,1061,28258.69
136348,43,3378,50,154,27821.88
136353,43,3034,54,57,27313.56
136358,43,3030,58,88,27074.88
136363,39,2722,48,61,27067.25
136369,39,2839,50,64,26772.12
136374,39,2903,50,66,26756.19
136379,41,3152,61,266,26716.19
136384,41,3312,54,68,26588.19
136389,41,3121,62,251,26694.50
136394,41,3195,61,66,26494.50
136399,41,3231,61,61,26440.81
136404,41,3119,50,100,26522.81
136409,41,3164,50,65,26531.56
136414,41,3079,53,70,26475.56
136419,41,3194,56,77,26441.25
136424,41,3181,56,65,26526.88
136430,42,3054,52,78,26856.12
136435,42,3062,45,77,27430.38
136440,42,3213,44,538,27290.31
136445,43,3661,47,64,27122.31
136450,43,3455,46,51,27002.31
136455,43,3403,50,71,26970.31
136460,43,3150,40,75,27652.31
136465,43,3183,44,79,27722.62
136470,43,3246,41,793,27653.31
136475,43,3447,41,75,27581.31
136480,43,3580,43,68,27429.31
136485,44,3810,114,66,27397.31
136491,44,4074,45,70,27181.31
136496,44,4082,46,77,27109.31
136501,44,4023,46,72,27053.31
136506,44,3787,46,68,27029.31
136511,44,3280,40,61,27105.19
136516,45,3777,44,74,27627.50
136521,45,3553,48,60,27762.19
136526,45,3725,41,61,27772.62
136531,45,3816,91,82,27940.81
136536,45,3497,60,69,28194.12
136542,45,3540,67,103,30581.38
136547,45,3503,68,76,33171.19
136552,47,3686,80,60,35244.06
136557,47,3968,67,2925,34578.94
136562,47,4177,72,2968,32420.88
136567,47,4430,74,1568,30088.81
136572,47,4269,72,166,29581.00
136577,47,4044,73,61,29005.00
136582,47,3997,65,57,28680.94
136587,47,4036,73,127,28592.94
136592,48,4436,73,68,28464.94
136598,48,4469,73,235,28392.94
136603,52,4870,76,85,28360.94
136608,52,4955,76,86,28328.94
136613,52,5158,72,68,28144.88
136618,52,4665,172,64,28096.88
136623,52,4431,68,67,28008.88
136628,55,4766,166,60,27984.88
136633,54,4776,66,73,27727.38
136638,54,4713,70,68,27679.38
136643,54,4440,61,77,27919.38
136648,54,4319,70,64,27701.94
136654,50,3857,57,61,28228.69
136659,50,3924,49,723,28156.69
136664,50,4171,57,64,27956.69
136669,50,4228,63,62,27876.12
136674,50,4139,54,60,27748.12
136679,50,3854,53,277,28185.62
136684,50,4043,52,57,27986.75
136689,50,4287,52,68,27810.75
136694,50,4607,86,64,27618.75
136699,50,4625,80,69,27426.81
136704,50,4524,96,63,27378.81
136709,50,4548,60,68,27371.69
136715,50,4576,60,67,27323.69
136720,50,4554,60,63,27307.69
136725,50,4423,60,60,27283.69
136730,50,4671,84,62,27246.00
136735,50,4716,98,65,27237.56
136740,50,4589,97,77,27240.81
136745,50,4280,77,196,27246.06
136750,50,4442,73,65,27230.06
136755,49,4387,75,61,27206.06
136760,49,3984,68,62,28030.50
136765,49,3862,62,63,28482.31
136771,53,3810,68,57,28639.81
136776,53,3924,63,74,28600.88
136781,53,3790,64,67,28528.88
136786,54,3618,65,44,29404.50
136791,53,3567,61,91,32728.50
136796,53,3577,63,65,34578.69
136801,53,3035,47,537,36342.56
136806,53,3171,46,94,37420.12
136811,53,3241,39,89,39325.75
136816,53,3081,39,261,40677.06
136822,49,2965,43,14,39592.25
136827,49,3115,40,79,39968.12
136832,49,2904,38,55,39647.69
136837,49,2880,38,161,40093.38
136842,49,2964,42,189,40072.81
136847,49,2961,42,200,40080.00
136852,49,2876,42,220,40252.31
136857,53,3369,45,56,40712.81
136863,53,3390,44,333,40780.62
136868,53,2783,36,69,40399.75
136873,53,2974,45,142,40566.19
136878,49,2678,48,74,40430.19
136883,49,2698,41,69,40405.81
136888,49,2645,39,66,40317.81
136893,49,2336,37,58,40502.75
136898,49,2193,39,64,40966.06
136903,49,2314,48,59,41435.19
136909,49,2229,43,56,41650.06
136914,49,2477,46,611,40864.69
136919,49,2776,52,336,40432.69
136924,49,2773,53,62,39896.75
136929,49,2440,43,65,39380.12
136934,49,2355,43,67,39834.31
136939,49,2391,45,71,39899.38
136944,49,2645,46,63,39623.94
136949,49,2710,49,70,39367.88
136954,49,2699,51,72,39121.25
136959,49,2610,47,230,39081.25
136964,49,2737,49,72,39057.25
136970,49,2713,53,168,39025.25
136975,49,2815,56,72,39017.25
136980,49,2842,56,66,38985.25
136985,49,2672,54,70,38945.25
136990,49,2644,172,66,38971.06
136995,49,2670,52,58,39008.50
137000,49,2591,47,59,38902.31
137005,49,2671,47,72,38803.81
137010,49,2667,47,68,38699.81
137015,49,2656,47,77,38746.25
137020,49,2340,50,84,39042.88
137025,49,2544,54,71,38449.31
137030,49,2588,48,37,38148.81
137036,49,2522,48,68,38379.06
137041,49,2483,49,62,38348.50
137046,49,2582,48,56,38426.56
137051,49,2579,51,82,38412.44
137056,49,2616,50,67,38519.69
137061,49,2571,50,69,38790.19
137066,49,2450,48,69,38996.56
137071,49,2365,50,58,39249.75
137076,49,2502,52,103,38517.81
137081,49,2398,47,76,38129.62
137086,49,2545,54,69,38430.25
137092,49,2507,52,4364,38312.69
137097,49,2772,53,3909,34790.50
137102,49,2813,53,2631,34171.50
137107,49,2845,53,1481,33294.38
137112,49,2821,76,53,32938.81
137117,49,2520,58,59,32322.75
137122,49,2635,71,1581,31803.94
137127,49,2725,72,154,31627.62
137132,49,2793,192,236,31515.62
137137,49,2805,66,290,31459.62
137142,49,2827,61,202,31291.62
137147,49,2853,61,63,31107.62
137153,49,2515,57,309,30974.50
137158,49,2644,49,59,30862.50
137163,49,2585,55,270,30822.12
137168,49,2475,56,249,30678.06
137173,49,2561,58,67,29805.38
137178,49,2447,48,73,29892.38
137183,49,2553,53,61,29868.38
137188,49,2488,48,65,29759.56
137193,49,2401,46,80,29686.00
137198,49,2247,51,68,30906.62
137203,49,2401,50,127,33080.62
137209,49,2098,39,77,36104.81
137214,49,2495,42,5079,32646.75
137219,49,2655,43,3338,31863.62
137224,49,2706,43,1198,31375.31
137229,49,2726,47,774,31183.31
137234,49,2748,49,246,30733.00
137239,49,2782,49,339,30581.00
137244,49,2793,49,70,30429.00
137249,49,2823,49,75,30269.00
137254,49,2842,49,98,29881.88
137259,49,2840,49,77,29769.94
137264,49,2828,49,71,29665.94
137269,49,2844,49,72,29521.94
137274,49,2850,49,68,29457.94
137280,49,2851,49,72,29329.94
137285,49,2761,47,408,29145.94
137290,49,2778,47,181,29065.94
137295,49,2801,49,62,28993.94
137300,49,2276,39,64,28809.69
137305,49,2148,39,54,29134.81
137310,49,2526,45,63,29082.00
137315,49,2580,62,354,28890.00
137320,49,2612,64,1276,28866.00
137325,49,2460,63,61,28746.00
137330,49,2536,64,293,28714.00
137335,49,2402,48,65,28658.00
137341,49,2281,50,364,29380.81
137346,49,2352,52,57,29227.38
137351,49,2425,53,67,29275.62
137356,49,2646,46,65,29276.88
137361,49,2355,52,69,29244.75
137366,49,2202,50,65,29470.06
137371,49,2520,52,1046,29295.81
137376,49,2613,52,62,28999.81
137381,49,2640,50,58,27497.62
137386,49,2616,176,71,27457.56
137391,49,2681,54,64,27425.56
137396,49,2759,54,210,27401.56
137402,49,2780,54,159,27329.56
137407,49,2790,54,56,27081.56
137412,49,2780,54,302,27033.56
137417,49,2581,54,62,26835.31
137422,49,2591,54,64,26754.38
137427,49,2629,54,78,26730.38
137432,49,2694,54,67,26706.38
137437,49,2228,44,53,26716.62
137442,49,2500,50,96,26603.62
137447,49,2379,45,55,27183.31
137452,49,2317,45,66,27127.31
137457,49,2615,55,54,27015.88
137463,49,2536,52,61,26839.88
137468,49,2390,51,71,26767.88
137473,49,2559,54,71,26759.88
137478,49,2211,43,79,27068.50
137483,49,2593,51,39,26925.88
137488,49,2289,43,49,27668.88
137493,49,2287,43,74,27690.88
137498,49,2259,45,65,27710.75
137503,49,2318,47,139,27742.50
137508,49,2216,43,629,27727.19
137513,49,2369,51,627,27647.19
137518,49,2629,50,74,27591.19
137523,49,2651,52,92,27567.19
137529,49,2559,144,202,27527.19
137534,49,2630,54,57,27423.19
137539,49,2659,54,262,27359.19
137544,49,2425,50,62,27087.19
137549,49,2554,52,70,26810.62
137554,49,2407,37,66,27330.94
137559,49,2359,36,62,27601.50
137564,49,2340,42,58,27585.50
137569,49,2353,41,103,28333.38
137574,49,2364,45,104,28969.25
137579,49,2446,47,2690,29542.56
137584,49,2528,47,1625,29118.50
137589,49,2559,47,1403,29038.50
137595,49,2435,43,68,28746.38
137600,49,2298,43,64,28250.38
137605,49,2459,45,67,28090.38
137610,49,2524,167,70,28074.38
137615,49,2549,45,66,28066.38
137620,49,2569,45,305,28002.38
137625,49,2590,47,75,27917.56
137630,49,2631,47,171,27853.56
137635,49,2708,47,189,27781.56
137640,49,2445,45,63,27773.56
137645,49,2324,41,65,27924.62
137650,49,2299,38,84,29405.31
137655,49,2147,38,79,33110.06
137661,49,2429,40,5154,33271.69
137666,49,2475,40,3825,31453.69
137671,49,2526,40,2268,30849.69
137676,49,2361,40,69,30257.56
137681,49,2487,46,1036,29679.81
137686,49,2519,46,125,29559.88
137691,49,2533,168,73,29479.81
137696,49,2584,49,54,29423.81
137701,49,2631,49,68,29223.81
137706,49,2650,50,390,29039.75
137711,49,2670,50,135,28830.38
137716,49,2691,50,62,28822.38
137721,49,2244,44,58,28574.38
137726,49,2408,40,73,28542.38
137732,49,2320,39,80,28925.56
137737,49,2234,38,90,32369.88
137742,49,2224,42,69,35016.56
137747,49,2204,38,63,36940.44
137752,49,2345,40,61,38506.62
137757,49,2335,40,59,39514.62
137762,49,2309,46,95,39622.12
137767,49,2243,41,80,39640.25
137772,49,2294,42,63,39451.56
137777,49,2196,39,76,39727.88
137782,49,2424,41,76,39864.56
137787,49,2153,39,86,39930.06
137792,49,2254,40,62,39893.62
137798,49,2309,41,63,39841.44
137803,49,2219,41,91,39897.00
137808,49,2291,41,58,40249.44
137813,49,2435,40,64,39985.44
137818,49,2324,40,47,39998.75
137823,49,2323,48,62,40145.00
137828,49,2274,38,58,40141.06
137833,49,2442,46,761,39549.06
137838,49,2471,46,72,38923.12
137843,49,2331,38,60,38811.12
137848,49,2205,36,78,39128.81
137853,49,2222,37,62,38944.31
137858,49,2285,42,59,38974.00
137863,49,2235,42,60,38930.25
137869,49,2250,36,67,39608.06
137874,49,2484,40,376,39326.56
137879,49,2559,40,54,39286.56
137884,49,2578,40,123,39037.56
137889,49,2599,162,63,38973.56
137894,49,2610,43,118,38789.56
137899,49,2526,48,210,38605.56
137904,49,2544,48,126,38565.56
137909,49,2437,36,51,38525.56
137914,49,2328,40,69,38558.25
137919,49,2144,38,67,38400.81
137924,49,2314,38,70,38509.31
137930,49,2256,45,126,38528.31
137935,49,2303,71,66,38524.94
137940,49,2280,45,67,38380.06
137945,49,2285,47,67,38510.75
137950,49,2214,45,106,38461.94
137955,49,2364,51,173,37960.19
137960,49,2307,81,241,37747.50
137965,49,2304,56,87,37819.25
137970,49,2427,58,96,37969.94
137975,49,2223,55,185,38009.75
137980,49,2388,50,83,37809.56
137985,49,2403,60,64,37830.25
137991,49,2318,52,61,37825.06
137996,49,2488,54,96,37851.69
138001,49,2462,54,80,37743.44
138006,49,2370,56,61,37743.56
138011,49,2616,83,63,37871.50
138016,49,2645,58,67,37987.81
138021,49,2898,82,64,38113.62
138026,49,2899,62,70,38131.88
138031,49,2773,54,74,38049.44
138036,49,2644,56,63,38118.44
138041,49,2655,56,63,38130.88
138046,49,2660,58,60,38074.25
138051,49,2553,54,94,37910.75
138057,49,2642,56,69,37958.75
138062,49,2492,54,102,38608.69
138067,49,2358,55,140,39413.50
138072,49,2995,84,73,39818.75
138077,49,2368,52,26,40654.00
138082,49,2909,62,65,40046.50
138087,49,2579,84,59,39902.88
138092,49,2714,60,122,40044.62
138097,49,2789,62,74,40874.25
138102,49,3157,82,82,40698.25
138108,49,3162,85,68,40594.25
138113,49,3100,65,72,40434.25
138118,49,2932,56,63,40322.25
138123,49,2869,58,68,40226.19
138128,49,2614,57,63,40201.25
138133,49,2660,62,71,40935.06
138138,49,2687,64,61,40816.81
138143,49,2534,58,66,40302.69
138148,49,2567,58,65,40308.50
138153,49,2666,57,160,40417.81
138158,49,2589,58,53,40453.38
138164,49,2559,91,65,40606.62
138169,49,2478,54,61,40586.19
138174,49,2381,54,78,41229.19
138179,49,2486,56,66,41309.88
138184,49,2524,63,74,41126.94
138189,49,2490,54,61,41433.31
138194,49,3674,91,69,40833.31
138199,49,3434,93,65,40793.31
138204,49,2875,93,69,40713.31
138209,49,2899,186,73,40657.31
138215,49,3402,90,66,40617.31
138220,49,3241,88,61,40321.31
138225,49,3247,94,61,40155.44
138230,49,3095,92,57,40123.50
138235,49,2398,65,59,40744.19
138240,49,2899,93,65,40363.25
138245,49,2563,67,67,40083.06
138250,49,2577,65,73,39531.19
138255,49,2556,97,75,39459.44
