t,chrome_procs,chrome_rss_mb,node_rss_mb,free_mb,swap_used_mb
11775,29,750,130,61,39483.19
11780,29,658,75,57,40527.00
11786,34,1091,78,44,40431.38
11791,38,1639,82,253,40343.38
11796,38,1743,129,90,40231.38
11801,38,1190,83,61,40690.62
11806,38,1718,77,196,41046.38
11811,29,819,81,1500,40958.38
11817,29,839,82,1399,40870.38
11822,29,874,82,721,40774.38
11827,29,887,85,847,40734.38
11832,29,897,85,505,40686.38
11837,29,905,85,396,40598.38
11842,29,889,83,65,39630.62
11847,29,782,77,116,39271.12
11852,29,794,81,102,39000.25
11857,29,777,77,127,38983.44
11862,29,839,78,201,38970.44
11868,29,806,80,380,39230.94
11873,29,744,79,63,39005.38
11878,29,692,71,66,38507.69
11883,29,832,72,288,38997.94
11888,29,843,74,499,39221.50
11893,29,752,74,59,38930.69
11898,29,804,73,271,39128.56
11903,29,799,76,274,39327.62
11908,29,796,79,67,39005.44
11913,29,781,73,74,38970.44
11918,29,783,75,371,39122.94
11924,29,747,73,60,39292.12
11929,29,782,73,105,39073.00
11934,29,672,73,199,39082.94
11939,29,796,72,86,38993.44
11944,29,847,73,87,39155.06
11949,29,867,75,59,39322.81
11954,29,826,73,116,39204.94
11959,29,829,70,64,38976.88
11964,29,709,71,79,38923.25
11969,29,801,73,345,39204.12
11974,29,812,75,81,39241.69
11980,29,835,74,70,39102.25
11985,29,675,72,58,39015.06
11990,29,811,73,261,39156.44
11995,29,759,72,254,39231.56
12000,29,811,73,74,39016.69
12005,29,701,73,217,39373.19
12010,29,809,70,73,38881.12
12015,30,807,69,313,39261.69
12020,29,730,73,63,39420.19
12025,29,732,69,196,39035.69
12031,29,833,72,96,39323.44
12036,29,808,74,71,39465.69
12041,29,761,72,66,39251.25
12046,29,751,72,86,38995.94
12051,29,799,69,122,38958.19
12056,29,812,70,72,39239.62
12061,29,849,72,190,39354.38
12066,29,855,74,67,39325.50
12071,29,854,74,230,39370.00
12076,29,829,74,61,39241.94
12082,29,850,74,112,39172.06
12087,29,818,72,74,39041.94
12092,29,836,67,79,39102.69
12097,29,820,73,150,39090.44
12102,29,768,71,64,39140.50
12107,29,770,69,58,39075.38
12112,29,790,70,60,39249.88
12117,29,675,69,321,39393.00
12122,29,822,72,343,39501.44
12127,29,787,74,311,39457.69
12132,34,1204,68,257,40076.50
12137,29,795,72,265,40110.38
12143,34,1148,75,186,40010.31
12148,29,761,66,71,39354.31
12153,34,1057,69,129,39619.75
12158,29,802,72,266,39405.69
12163,29,755,72,67,39180.94
12168,29,764,70,72,38878.12
12173,29,813,70,219,39215.31
12178,29,794,70,97,39283.81
12183,29,781,70,82,39343.94
12188,29,790,76,87,39146.88
12193,29,657,72,70,38958.69
12199,29,823,72,141,39127.88
12204,29,832,72,61,39166.19
12209,29,843,72,65,39103.38
12214,29,809,70,76,38971.69
12219,29,793,72,67,39138.12
12224,29,790,72,151,39541.25
12229,29,768,76,367,39334.75
12234,29,749,74,62,39326.81
12239,29,761,71,71,39492.62
12244,36,1184,70,62,39801.19
12249,29,740,70,137,39628.38
12254,29,750,69,71,39449.44
12260,29,786,69,63,39169.75
12265,38,1518,70,70,39789.19
12270,29,792,69,68,39293.88
12275,29,823,70,113,39455.44
12280,29,828,72,69,39316.44
12285,29,739,71,64,39178.50
12290,29,793,70,129,39118.81
12295,29,750,72,133,39692.75
12300,29,770,71,111,39390.94
12305,29,903,71,71,39344.00
12310,29,874,72,65,38770.81
12315,29,854,71,119,38822.44
12320,29,791,70,70,38878.44
12325,29,836,74,88,39009.38
12331,29,752,72,66,38901.88
12336,29,766,71,186,39110.94
12341,29,819,74,76,38992.88
12346,29,686,68,73,38928.19
12351,29,820,72,215,39094.69
12356,29,690,68,179,39049.44
12361,29,805,72,382,39233.69
12366,29,837,74,65,39088.94
12371,29,843,72,72,38995.94
12376,29,687,66,62,38794.69
12381,29,839,70,111,39104.25
12386,29,837,72,65,39387.62
12391,29,796,72,288,39410.25
12397,29,740,72,86,39259.81
12402,34,1145,69,275,39946.69
12407,34,1135,69,60,39834.62
12412,34,1153,70,73,39746.56
12417,34,1040,68,293,39965.25
12422,37,1101,66,47,40081.56
12427,44,1742,66,191,40702.00
12433,44,1722,66,65,40529.75
12438,44,1675,66,72,40569.31
12443,44,1784,70,69,41041.81
12448,41,1364,69,60,40698.19
12453,34,881,68,86,40549.31
12458,44,1710,74,101,41121.25
12464,44,1732,71,127,41109.19
12469,44,1742,71,73,40882.44
12474,44,1516,72,172,40863.38
12479,41,1384,69,59,40771.50
12484,34,959,69,60,40464.00
12489,34,971,70,77,40326.19
12494,34,895,68,72,39760.44
12500,34,885,70,71,39788.69
12505,34,970,72,256,40459.75
12510,34,889,71,169,40258.44
12515,34,890,72,66,40019.69
12520,34,1005,71,286,40464.56
12525,34,1028,72,94,40308.00
12530,34,1031,71,64,40050.12
12535,34,983,70,73,40010.31
12540,34,1019,70,70,39845.19
12545,34,951,66,61,39637.19
12550,34,1073,74,93,39642.94
12556,34,1032,70,83,39675.75
12561,37,1078,68,63,40002.50
12566,34,869,67,72,39682.56
12571,34,998,69,105,39858.62
12576,34,998,73,189,39729.25
12581,34,969,70,90,39580.06
12586,34,903,71,73,39590.06
12591,34,1044,70,92,39626.12
12596,34,1022,69,76,39790.62
12601,34,1000,69,70,39688.81
12606,29,679,74,608,39576.94
12612,29,797,72,228,39731.06
12617,29,873,74,170,39523.69
12622,29,823,68,60,39546.12
12627,29,786,71,72,39258.44
12632,29,796,69,66,38828.56
12637,29,839,74,77,39229.56
12642,29,845,72,67,39173.94
12647,29,840,72,80,39248.19
12652,29,854,72,145,39370.25
12657,29,869,74,143,39510.06
12662,29,887,72,344,39554.00
12667,29,897,74,63,39386.75
12672,29,892,74,70,39274.62
12678,29,867,76,79,39193.19
12683,29,730,137,89,39226.06
12688,29,815,80,56,39425.38
12693,29,822,80,75,39278.75
12698,29,734,144,288,39254.06
12703,29,799,86,56,39184.50
12708,29,810,85,63,39010.50
12713,29,836,86,58,39230.62
12718,29,740,84,177,39301.12
12723,29,765,83,57,38981.94
12728,29,882,86,240,39401.12
12734,29,886,88,285,39604.88
12739,29,843,86,62,39435.75
12744,29,763,90,248,39437.44
12749,29,729,85,71,39216.38
12754,29,800,86,106,39165.31
12759,29,842,88,63,39247.44
12764,29,873,86,62,39238.56
12770,29,879,86,161,39281.00
12775,29,786,87,83,39403.38
12780,29,832,92,64,39293.62
12785,29,871,84,139,39420.75
12790,29,842,86,222,39358.38
12795,29,792,84,50,39289.12
12800,29,838,81,76,39374.19
12805,29,838,87,66,39569.88
12810,29,844,88,101,39430.50
12815,29,715,115,64,39511.94
12821,29,799,82,75,39292.06
12826,29,813,83,67,39586.75
12831,29,817,83,180,39499.12
12836,29,788,79,64,39513.81
12841,29,851,83,78,39298.88
12846,29,780,84,67,39488.94
12851,29,854,85,255,39593.31
12856,29,861,85,62,39757.25
12862,29,871,84,232,39738.19
12867,29,881,85,216,40066.56
12872,29,886,85,129,39866.56
12877,29,897,87,65,39621.06
12882,29,922,87,112,39618.44
12887,29,879,83,65,39391.62
12892,29,911,83,68,39274.50
12897,29,761,78,186,39334.44
12902,29,830,81,357,39576.88
12907,29,858,83,68,39471.62
12913,29,855,83,63,39477.69
12918,29,847,81,66,39530.94
12923,29,834,80,197,39491.94
12928,29,840,81,206,39513.00
12933,29,854,79,242,39522.88
12938,29,810,86,80,39446.31
12943,29,757,82,106,39469.94
12948,29,805,80,73,39431.69
12953,29,828,83,67,39584.69
12958,29,860,83,64,39484.88
12963,30,749,83,82,40014.62
12968,34,1319,85,237,40559.31
12974,29,866,85,340,40247.31
12979,38,1691,85,67,40334.81
12984,39,1710,82,279,40494.19
12989,29,848,83,112,40398.19
12994,29,819,387,59,40206.06
12999,29,854,85,209,40078.06
13004,29,861,85,73,39729.62
13009,29,842,85,150,39675.19
13014,29,849,83,105,39729.06
13019,34,1283,81,92,39929.94
13024,34,1370,81,62,39854.38
13029,34,1282,83,68,39961.69
13034,34,1269,83,76,40011.56
13040,34,1315,81,70,39995.06
13045,34,1309,77,59,40003.00
13050,34,1295,81,82,39920.50
13055,34,1250,80,74,39798.56
13060,34,1092,71,73,39421.81
13065,34,1228,71,111,39769.56
13070,34,1242,70,76,39586.31
13075,34,1128,69,62,39616.50
13080,34,1245,69,68,39742.06
13085,34,1240,70,70,39948.19
13090,34,1257,72,63,39728.88
13095,34,1151,71,73,39656.56
13100,34,1223,71,77,39645.25
13106,34,1188,75,63,39765.12
13111,34,1244,71,73,39861.56
13116,34,1072,71,65,39542.62
13121,34,1204,108,290,40319.44
13126,34,1261,75,218,40295.56
13131,39,1660,71,80,40604.94
13136,34,1182,70,66,40433.44
13141,34,1255,71,68,40465.00
13146,34,1185,70,61,40301.81
13151,34,1207,75,84,40346.19
13156,34,1237,73,67,40387.38
13162,34,1260,74,71,40422.94
13167,34,1180,72,82,40354.00
13172,34,1202,71,103,39792.69
13177,34,1206,69,58,39679.12
13182,34,1137,75,63,39479.62
13187,34,1120,68,109,39245.75
13192,34,1289,70,81,39445.88
13197,34,1222,70,89,39591.25
13202,34,1139,69,113,39425.44
13207,34,1135,67,77,39578.06
13212,34,1236,72,71,39589.75
13218,34,1256,74,97,39676.62
13223,34,1245,75,75,39832.00
13228,34,1237,74,74,39764.62
13233,34,1225,74,74,39815.56
13238,34,1161,70,63,39750.62
13243,34,1182,71,75,39638.12
13248,34,1136,72,73,39508.25
13253,34,1296,68,97,39419.81
13258,34,1087,69,70,39340.62
13263,34,1228,68,80,39545.81
13268,34,1239,70,75,39505.62
13273,34,1134,72,68,39297.12
13279,34,1194,72,76,39397.69
13284,34,1229,72,57,39582.00
13289,34,1213,71,72,39482.81
13294,34,1226,70,86,39401.00
13299,34,1220,70,76,39438.06
13304,34,1178,72,68,39431.94
13309,34,1148,70,75,39459.50
13314,34,1109,70,77,39447.19
13319,34,1188,70,72,39482.94
13324,34,1234,70,98,39460.81
13329,34,1144,68,64,39174.94
13334,34,1182,73,60,39297.06
13339,43,1894,68,104,39993.56
13345,34,1218,75,61,39599.06
13350,34,1082,69,70,38744.94
13355,34,1174,68,101,39094.31
13360,34,1190,69,94,39132.88
13365,34,1188,70,77,38926.69
13370,29,785,69,64,38867.50
13375,29,810,66,300,38892.94
13380,34,1344,65,89,38921.62
13385,34,1321,66,98,39003.31
13390,34,1247,66,68,38866.75
13395,34,1066,65,58,38645.56
13400,34,1241,65,65,39022.75
13405,34,1319,68,83,39269.00
13410,34,1194,168,56,39254.19
13416,34,1227,66,61,38915.81
13421,34,1121,66,115,38523.38
13426,34,1197,69,101,38784.44
13431,34,1222,69,144,38940.62
13436,34,1260,69,73,38952.12
13441,34,1281,66,104,39007.06
13446,34,1171,66,81,38874.44
13451,34,1213,66,63,38868.56
13456,34,1210,63,85,38817.38
13461,34,1198,65,62,38830.75
13466,34,1273,72,73,38950.75
13471,34,1268,72,73,38854.69
13476,34,1119,62,58,38664.00
13482,29,771,68,68,38462.88
13487,29,778,68,121,38817.00
13492,29,830,68,58,38807.75
13497,34,1159,66,82,39176.12
13502,29,826,65,69,38579.31
13507,29,1183,67,116,38863.38
13512,38,2320,67,56,39376.38
13517,29,869,70,605,39190.94
13522,38,1814,65,99,39251.88
13527,29,804,67,369,38945.12
13532,29,808,63,161,38682.12
13537,29,833,66,74,38651.69
13543,34,1230,64,66,39208.94
13548,29,824,67,77,38783.56
13553,34,1068,63,59,38956.19
13558,36,1400,62,64,39279.25
13563,45,2109,62,76,39427.38
13568,36,1315,65,96,39322.19
13573,36,1382,67,67,39263.06
13578,36,1456,66,76,39167.19
13583,36,1428,69,68,39144.06
13588,36,1449,63,168,39276.56
13593,36,1476,65,77,39192.75
13599,36,1517,65,122,39292.19
13604,36,1464,67,62,39394.44
13609,35,1337,67,120,39330.31
13614,30,897,67,172,39299.56
13619,34,1303,67,67,39372.56
13624,37,1727,66,83,39515.19
13629,37,1803,67,98,39492.88
13634,37,1707,68,99,39487.06
13639,37,1667,66,97,39257.81
13644,37,1545,63,71,39274.94
13649,37,1439,65,44,38947.38
13655,37,1648,64,76,39076.50
13660,37,1641,65,69,39195.75
13665,37,1616,67,143,39146.06
13670,36,1454,64,137,38979.00
13675,29,817,65,58,39032.88
13680,29,847,65,476,39193.56
13685,29,861,65,64,38770.81
13690,29,784,65,69,38482.00
13695,29,803,66,60,38589.31
13700,29,827,67,208,38890.81
13705,29,835,69,63,38746.25
13710,29,830,69,113,38702.69
13716,29,810,66,111,38871.38
13721,29,848,68,143,38901.50
13726,29,831,70,223,38889.19
13731,29,843,70,72,38894.94
13736,29,784,67,65,39061.31
13741,29,801,68,75,38798.25
13746,29,846,66,75,38721.00
13751,29,749,65,439,39122.31
13756,29,742,64,36,38625.75
13761,29,831,67,110,38668.44
13766,29,864,75,119,38828.00
13771,29,868,138,74,39032.00
13777,29,827,129,294,38999.19
13782,29,806,80,88,38857.88
13787,29,818,90,78,38768.50
13792,29,797,89,79,38801.94
13797,29,836,82,66,38810.25
13802,29,860,79,69,38720.69
13807,29,871,79,60,38621.81
13812,29,867,81,65,38563.69
13817,29,741,79,66,38512.00
13822,29,843,81,95,38753.44
13827,29,842,80,77,38682.25
13832,29,815,79,72,38661.12
13837,29,801,79,87,38510.06
13842,29,835,81,91,38717.81
13848,29,794,81,503,39160.88
13853,29,856,81,78,38718.88
13858,29,848,79,61,38553.69
13863,29,833,78,95,32327.50
13868,29,854,79,64,32464.94
13873,29,866,81,62,32429.69
13878,29,890,81,80,32589.75
13883,29,858,82,81,32613.75
13888,29,821,77,57,32511.62
13893,29,836,81,61,32780.88
13898,29,815,82,163,32813.69
13903,29,814,83,104,32614.44
13908,29,723,81,91,32362.06
13913,29,812,77,67,32286.38
13919,29,786,78,61,32879.56
13924,29,843,78,65,32707.88
13929,29,803,79,60,32434.31
13934,29,828,81,208,32795.06
13939,29,844,81,90,32797.12
13944,29,829,86,59,32765.06
13949,30,953,82,67,32827.75
13954,29,796,471,163,33096.19
13959,34,1190,81,302,33339.56
13964,34,931,70,19,32820.12
13970,29,764,71,308,32882.12
13975,29,799,71,72,32632.75
13980,29,801,69,74,32438.81
13985,29,807,70,83,32541.75
13990,29,1080,70,65,32717.12
13995,29,968,71,58,32843.69
14000,29,914,73,231,32796.69
14005,29,944,71,62,32793.69
14010,29,925,71,116,32947.50
14015,29,943,71,129,33075.38
14020,29,932,70,80,32907.31
14025,29,927,71,70,32831.94
14031,29,908,71,80,32740.19
14036,29,808,67,112,32694.75
14041,29,936,71,71,32763.44
14046,29,996,69,254,33093.75
14051,29,970,71,97,33147.38
14056,29,934,73,64,32851.31
14061,29,916,70,60,32828.81
14066,29,908,69,63,33007.00
14071,29,975,71,160,33073.06
14076,29,931,71,66,33136.75
14081,29,922,70,68,33069.81
14087,29,921,73,67,32919.56
14092,29,914,69,60,32764.44
14097,29,802,63,66,32549.88
14102,29,1007,70,81,33268.50
14107,29,1029,70,74,33077.75
14112,29,944,66,93,32872.81
14118,29,894,64,87,32678.44
14123,29,935,71,80,33144.25
14128,29,938,69,92,32979.81
14133,29,941,68,57,32730.62
14138,29,919,63,70,32663.69
14143,30,1022,68,159,32846.44
14148,29,922,65,226,32824.06
14153,29,923,68,63,32843.56
14158,29,832,62,107,32487.69
14163,30,1042,68,244,32926.00
14168,29,930,68,242,32997.00
14173,29,905,69,240,32908.25
14179,29,884,67,403,32809.00
14184,29,817,68,75,32525.50
14189,29,899,68,69,32672.19
14194,29,932,68,90,32721.19
14199,29,933,68,77,32671.38
14204,29,881,67,79,32451.75
14209,29,901,68,73,32485.06
14214,29,898,67,72,32441.75
14219,29,912,66,91,32405.19
14224,29,895,66,80,32424.69
14229,29,948,66,63,32424.06
14234,29,955,68,69,32580.50
14239,29,913,67,181,32629.38
14245,29,868,66,89,32470.50
14250,29,903,66,93,32637.94
14255,29,980,66,65,32675.25
14260,29,978,66,116,32628.50
14265,29,975,68,79,32527.00
14270,29,875,64,70,32194.62
14275,29,914,66,67,32404.50
14280,29,946,66,83,32340.25
14285,29,947,66,77,32365.12
14290,29,956,66,72,32448.81
14295,29,968,68,89,32694.81
14300,29,975,68,67,32461.94
14306,29,879,71,97,32486.25
14311,29,916,71,96,32502.75
14316,29,884,66,123,32631.06
14321,29,944,66,78,32713.69
14326,29,930,67,136,32678.25
14331,29,911,66,80,32539.69
14336,29,940,66,83,32646.94
14341,29,972,66,75,32598.56
14346,29,981,66,62,32711.75
14351,29,989,66,160,32722.56
14356,29,897,69,90,32369.25
14361,29,965,69,85,32484.00
14367,29,946,73,100,32588.69
14372,29,870,66,28,32384.81
14377,29,936,66,65,32762.06
14382,29,930,66,69,32654.56
14387,29,926,68,95,32737.94
14392,29,903,66,68,32483.50
14397,29,871,66,113,32399.38
14402,29,973,66,66,32602.81
14407,29,951,66,92,32628.00
14412,29,875,66,57,32173.88
14417,29,938,69,65,32526.31
14422,29,953,69,101,32868.50
14427,29,979,70,69,32574.00
14433,29,1025,66,74,32646.56
14438,29,979,64,166,32569.44
14443,29,1021,66,134,32724.56
14448,29,992,68,98,32593.12
14453,29,958,68,124,32564.38
14458,29,942,64,118,32580.19
14463,29,1035,66,119,32761.62
14468,29,1041,66,63,32565.12
14473,29,1000,65,144,32499.31
14478,29,970,65,66,32544.75
14483,29,980,68,100,32737.06
14488,29,963,68,66,32632.94
14493,29,925,63,72,32411.88
14499,29,958,66,215,32666.44
14504,29,975,68,116,32677.06
14509,29,963,68,90,32607.88
14514,29,977,68,72,32736.25
14519,29,814,65,64,32445.00
14524,29,955,66,98,32343.19
14529,29,985,66,107,32467.50
14534,29,1002,68,74,32594.44
14539,29,880,68,54,32444.12
14544,29,973,73,63,32847.44
14549,29,938,69,63,32821.94
14554,29,957,66,85,32770.56
14560,29,823,64,67,32352.56
14565,29,942,67,58,32570.38
14570,29,942,67,97,32701.69
14575,29,949,67,60,32730.69
14580,29,941,64,133,32625.88
14585,29,962,66,104,32634.88
14590,29,995,66,91,32915.56
14595,29,964,66,68,32775.19
14600,29,994,68,76,32802.06
14605,29,981,89,68,32711.62
14610,29,859,84,36,32326.62
14615,29,963,87,89,32611.69
14620,29,964,71,72,32534.69
14626,29,957,72,58,32655.75
14631,29,950,71,61,32542.69
14636,29,967,71,67,32804.50
14641,29,986,69,58,32734.31
14646,29,972,69,86,32786.81
14651,29,992,69,149,32629.88
14656,29,943,70,60,32600.50
14661,29,968,70,72,32725.12
14666,29,969,71,141,32801.88
14671,29,960,69,60,32585.19
14676,29,929,68,57,32507.75
14681,29,958,69,84,32620.38
14687,29,969,71,142,32764.19
14692,29,963,71,67,32578.56
14697,29,968,71,69,32703.81
14702,29,977,68,60,32655.50
14707,29,950,69,90,32497.44
14712,29,979,69,87,32733.19
14717,29,994,71,67,32710.44
14722,29,1009,71,138,32838.81
14727,29,870,69,119,32649.06
14732,29,973,69,58,32767.06
14737,29,958,69,64,32697.12
14742,29,961,69,71,32660.50
14748,29,955,70,73,32647.19
14753,29,947,70,62,32410.12
14758,29,966,70,75,32652.75
14763,29,996,69,82,32680.44
14768,29,1002,66,66,32562.69
14773,29,948,68,63,32407.75
14778,29,974,70,105,32906.75
14783,29,949,71,67,32775.50
14788,29,965,71,69,32816.50
14793,29,988,69,76,32759.62
14798,29,868,65,73,32217.62
14803,29,956,69,107,32378.94
14808,29,971,70,76,32614.06
14814,29,948,70,66,32580.00
14819,29,871,69,101,32481.06
14824,29,973,69,74,32647.00
14829,29,979,71,76,32627.69
14834,29,994,73,117,32705.56
14839,29,967,71,100,32578.12
14844,29,939,68,77,32544.81
14849,29,950,69,102,32849.19
14854,29,947,69,57,32748.94
14859,29,962,69,95,32748.38
14864,29,939,69,118,32574.19
14869,29,973,72,150,32740.00
14874,29,978,72,63,32730.31
14880,29,980,72,120,32680.56
14885,29,1030,69,70,32788.19
14890,29,851,69,58,32367.50
14895,29,940,70,123,32632.56
14900,29,962,71,86,32645.56
14905,29,924,71,71,32696.50
14910,29,933,71,90,32598.75
14915,29,925,69,118,32722.88
14920,29,945,69,69,32706.69
14925,29,890,70,115,32640.00
14930,29,895,70,71,32502.38
14935,29,908,69,67,32529.62
14941,29,947,69,58,32603.31
14946,29,942,69,79,32609.81
14951,29,967,70,77,32659.62
14956,29,911,72,71,32581.88
14961,29,940,72,125,32781.44
14966,29,960,71,74,32731.31
14971,29,1046,71,131,32856.88
14976,29,1062,69,85,32876.94
14981,29,853,69,19,32507.38
14986,29,884,72,83,32445.56
14991,29,915,72,60,32588.69
14996,29,906,72,78,32569.81
15002,29,902,67,65,32632.44
15007,29,958,69,87,32786.94
15012,29,990,69,62,32724.94
15017,29,916,70,101,32795.81
15022,29,925,70,90,32827.69
15027,29,923,71,62,32694.69
15032,29,955,74,83,32716.00
15037,29,970,74,86,32846.31
15042,29,881,68,67,32554.06
15047,29,898,70,67,32607.69
15052,29,951,70,108,32837.31
15057,29,937,70,71,32686.25
15062,29,984,70,64,32690.19
15068,29,923,70,72,32558.69
15073,29,957,70,65,32666.19
15078,29,934,72,66,32529.81
15083,29,953,71,126,32855.81
15088,29,929,69,76,32913.50
15093,29,916,71,88,32820.69
15098,29,925,68,70,32873.81
15103,29,910,68,92,32718.25
15108,29,892,68,80,32818.75
15113,29,899,70,118,32654.31
15118,29,915,70,62,32750.56
15123,29,925,66,73,32548.44
15128,29,960,69,150,32689.25
15134,29,971,69,101,32782.19
15139,29,913,70,72,32787.62
15144,29,911,76,90,33134.69
15149,29,789,71,61,32805.38
15154,29,852,65,65,32833.94
15159,29,920,68,61,32980.81
15164,29,939,69,75,33072.81
15169,29,927,70,95,32942.50
15174,29,811,70,67,32893.88
15179,29,920,68,64,33165.44
15184,29,939,67,65,33098.31
15189,29,926,70,89,33053.00
15195,29,911,70,61,32912.88
15200,29,892,69,64,32902.56
15205,29,856,69,65,33010.00
15210,29,905,69,71,33008.00
15215,29,915,69,66,32935.69
15220,29,935,67,71,32987.06
15225,29,840,69,87,32739.88
15230,29,911,70,102,32902.19
15235,29,911,71,67,32866.12
15240,29,928,71,147,32994.44
15245,29,906,69,78,32856.19
15250,29,900,67,91,32438.94
15255,29,927,70,76,32750.31
15261,29,951,70,96,32737.19
15266,29,938,75,65,32760.38
15271,29,909,73,58,32611.44
15276,29,933,73,64,32940.19
15281,29,909,73,75,32836.81
15286,29,912,70,76,32889.25
15291,29,898,70,60,32787.62
15296,29,819,70,64,32713.25
15301,29,942,67,88,32610.31
15306,29,956,68,101,32825.19
15311,29,987,68,77,32815.06
15316,29,900,69,69,32718.31
15321,29,907,70,116,32715.25
15326,29,926,70,79,32882.81
15332,29,912,70,99,32871.69
15337,29,941,68,130,32824.88
15342,29,924,67,62,32718.19
15347,29,892,36,97,32577.00
15352,29,906,36,82,32699.25
15357,29,899,36,67,32675.50
15362,29,908,34,65,32622.56
15367,29,935,34,139,32919.75
15372,29,949,34,76,32712.06
15377,29,923,36,64,32774.69
15382,29,903,39,69,32760.19
15387,29,841,35,223,32786.25
15393,29,923,39,87,32783.50
15398,29,932,34,67,32689.00
15403,29,899,30,106,32657.62
15408,29,916,36,80,32916.44
15413,29,920,36,74,32878.81
15418,29,911,36,72,32945.75
15423,29,952,36,69,32918.00
15428,29,887,34,64,32605.88
15433,29,890,35,72,32497.62
15438,29,915,37,138,32694.62
15443,29,904,37,156,32856.44
15448,29,926,37,91,32951.88
15453,29,895,33,57,32816.25
15459,29,912,33,97,33040.75
15464,29,910,33,64,32881.12
15469,29,899,35,108,32844.06
15474,29,905,35,65,32751.31
15479,29,916,34,62,32787.31
15484,29,936,33,101,32677.06
15489,29,1030,33,74,32882.06
15494,29,949,32,67,32695.94
15499,29,944,34,118,32584.19
15504,29,975,42,59,32856.31
15509,29,991,40,59,32829.50
15514,29,956,40,62,32911.81
15520,29,967,40,76,32820.44
15525,29,806,31,90,32454.38
15530,29,937,34,148,32712.00
15535,29,942,34,80,32755.44
15540,29,896,34,69,32672.94
15545,29,935,32,78,32894.56
15550,29,948,32,99,32935.50
15555,29,909,34,67,32833.44
15560,29,910,35,61,32704.75
15565,29,863,32,72,32755.06
15570,29,917,32,112,32838.31
15575,29,939,32,103,32860.56
15580,29,918,32,84,32781.81
15585,29,888,32,98,32756.88
15591,29,917,34,128,32883.19
15596,29,923,34,71,32851.38
15601,29,956,34,75,32798.31
15606,29,925,34,66,32855.31
15611,29,906,34,119,32637.69
15616,29,936,36,96,32717.50
15621,29,934,34,78,32650.62
15626,29,909,34,58,32865.38
15631,29,878,32,121,32834.88
15636,29,926,32,65,32852.12
15641,29,925,31,76,32756.19
15646,29,928,34,139,32885.00
15651,29,915,34,139,32736.81
15657,29,925,34,90,32827.94
15662,29,938,32,65,32887.75
15667,29,871,30,91,32587.19
15672,29,947,32,79,32739.38
15677,29,970,34,101,32958.38
15682,29,936,34,71,32899.38
15687,29,944,34,65,32886.50
15692,29,877,32,102,32691.06
15697,29,925,32,89,32739.44
15702,29,936,32,107,32754.12
15707,29,927,34,66,32799.56
15712,29,934,33,74,32789.38
15717,29,936,34,79,32937.94
15723,29,920,34,67,32772.81
15728,29,963,32,86,32868.62
15733,29,930,32,100,32605.38
15738,29,956,34,124,33044.19
15743,29,881,38,86,32941.12
15748,29,799,35,65,32755.38
15753,29,880,32,74,32799.88
15758,29,912,32,74,32983.69
15763,29,921,32,74,32833.69
15768,29,934,34,79,32892.56
15773,29,890,33,25,32605.38
15778,29,903,33,87,32723.19
15783,29,946,32,61,32661.56
15789,29,959,32,147,32805.56
15794,29,922,33,122,32735.94
15799,29,944,36,101,32914.38
15804,29,884,36,66,32900.81
15809,29,929,34,62,32853.31
15814,29,924,32,90,32767.44
15819,29,897,32,105,32641.62
15824,29,951,32,77,32845.31
15829,29,904,34,64,32814.69
15834,29,852,34,111,32396.25
15839,29,905,34,116,32881.50
15844,29,954,34,58,32862.69
15849,29,962,32,145,32925.88
15854,29,971,32,66,32776.88
15860,29,778,33,68,32822.25
15865,29,865,34,100,33273.31
15870,29,903,32,101,33335.38
15875,29,917,32,69,33379.56
15880,29,859,32,91,33153.94
15885,29,903,32,71,33424.69
15890,29,894,33,79,33206.50
15895,29,902,34,82,33179.94
15900,29,918,34,60,32963.81
15905,29,937,31,129,32949.25
15910,29,961,32,110,32980.75
15916,29,886,32,60,32883.88
15921,29,937,34,70,33060.62
15926,29,772,37,92,32758.75
15931,29,878,37,77,32951.00
15936,29,905,37,66,33076.12
15941,29,919,37,121,33144.12
15946,29,830,31,68,32983.25
15951,29,806,34,79,32718.56
15956,29,873,34,69,32923.69
15961,29,918,34,92,32914.38
15966,29,915,32,88,32782.06
15971,29,880,31,84,32815.12
15976,29,919,34,76,33087.62
15982,29,877,34,87,33037.81
15987,29,889,33,62,33040.62
15992,29,883,32,57,32991.81
15997,29,868,30,67,32957.88
16002,29,882,34,85,32965.12
16007,29,888,36,65,33094.00
16012,29,875,36,60,32988.12
16017,29,859,31,77,32790.25
16022,29,939,31,110,33063.12
16027,29,979,32,81,33062.88
16032,29,987,32,57,33002.75
16037,29,986,34,83,33076.19
16042,29,868,32,63,33048.75
16047,29,793,32,66,32777.44
16053,29,841,32,70,32968.12
16058,29,872,31,69,32874.56
16063,29,917,31,97,33052.12
16068,29,924,34,71,33061.31
16073,29,887,34,145,32971.69
16078,29,907,34,85,33083.69
16083,29,904,34,76,32891.62
16088,29,907,32,92,33042.00
16093,29,919,32,119,32911.12
16098,29,815,32,103,32775.81
16103,29,895,34,64,33036.31
16108,29,872,34,94,33036.25
16113,29,864,32,108,32935.62
16119,29,877,32,96,32918.44
16124,29,889,32,92,33121.50
16129,29,891,34,76,32994.25
16134,29,885,34,75,32864.31
16139,29,899,34,72,32999.38
16144,29,910,29,67,32724.19
16149,29,947,32,104,32807.06
